claim_no,accident_year,occurrence_period,claim_size,notidel,setldel,report_dy,cum_paid_observed,cum_paid_full,reserve_true,ibnr_flag,claim_type
6247,7,7,33432.9,0.29724952772073926,0.8457629568788501,1,33432.9,33432.9,0.0,0,Material
6248,5,5,2307.19,0.0017518412046543465,0.09560676249144422,1,2307.19,2307.19,0.0,0,Material
6249,8,8,146230.1,0.08440862422997947,1.353566379192334,1,146230.1,146230.1,0.0,0,Material
6250,4,4,32066.3,0.08827559206023272,0.46394288843258047,1,32066.3,32066.3,0.0,0,Material
6251,2,2,470307.38,0.17789338809034907,0.19063668720054758,1,470307.38,470307.38,0.0,0,Material
6252,2,2,127674.3,0.06067192334017796,0.65458212183436,1,127674.3,127674.3,0.0,0,Material
6253,9,9,848527.0,0.11075337440109514,0.42355285420944555,1,848527.0,848527.0,0.0,0,Material
6254,6,6,13342.6,0.07464131416837783,1.350070581793292,1,13342.6,13342.6,0.0,0,Material
6255,1,1,11863.4,0.06276410677618069,0.7022789596167008,1,11863.4,11863.4,0.0,0,Material
6256,6,6,14873.6,0.1703558932238193,1.2381622450376455,1,14873.6,14873.6,0.0,0,Material
6257,7,7,3803.9,0.05170198494182067,0.3684375085557837,1,3803.9,3803.9,0.0,0,Material
6258,2,2,5845.28,0.01249990417522245,0.4725001505817933,1,5845.28,5845.28,0.0,0,Material
6259,9,9,73591.6,0.03976062970568104,0.15641199178644763,1,73591.6,73591.6,0.0,0,Material
6260,8,8,12661.1,0.00428457221081451,1.0984815331964408,1,12661.1,12661.1,0.0,0,Material
6261,5,5,23565.3,0.08741615331964409,1.1467900342231347,1,23565.3,23565.3,0.0,0,Material
6262,9,9,655.944,0.15667739904175224,0.4980688021902806,1,655.944,655.944,0.0,0,Material
6263,8,8,7419.21,0.16645503080082136,1.2423430253251198,1,7419.21,7419.21,0.0,0,Material
6264,5,5,108950.0,0.05538182067077344,0.5951802874743327,1,108950.0,108950.0,0.0,0,Material
6265,2,2,10121.509999999998,0.0960570841889117,1.146713812457221,1,10121.509999999998,10121.509999999998,0.0,0,Material
6266,3,3,13049.4,0.013819575633127995,0.13661856262833674,1,13049.4,13049.4,0.0,0,Material
6267,6,6,200498.0,0.07038349075975359,0.25110694045174536,1,200498.0,200498.0,0.0,0,Material
6268,1,1,491767.0,0.23156837782340864,0.5461118138261465,1,491767.0,491767.0,0.0,0,Material
6269,6,6,29624.3,0.004314140999315537,0.130353620807666,1,29624.3,29624.3,0.0,0,Material
6270,6,6,59623.31,0.005717453798767967,2.928278083504449,1,59623.31,59623.31,0.0,0,Material
6271,8,8,144431.74,0.03001032169746749,1.402382806297057,1,144431.74,144431.74,0.0,0,Material
6272,6,6,3886.02,0.022368761122518822,0.30496887063655026,1,3886.02,3886.02,0.0,0,Material
6273,1,1,10032.6,0.31689177275838465,0.5396898562628336,1,10032.6,10032.6,0.0,0,Material
6274,10,10,25243.21,0.03289073237508556,0.82959446954141,1,5832.02,25243.21,19411.19,0,Material
6275,10,10,16940.9,0.32743014373716633,0.4606111704312115,2,0.0,16940.9,16940.9,1,Material
6276,7,7,198054.0,0.09044668035592061,0.6583286242299795,1,198054.0,198054.0,0.0,0,Material
6277,8,8,2838.79,0.009201423682409308,0.3467457357973991,1,2838.79,2838.79,0.0,0,Material
6278,3,3,33285.399999999994,0.037940287474332646,0.9709296098562629,1,33285.399999999994,33285.399999999994,0.0,0,Material
6279,4,4,46931.6,0.062307761806981526,5.547677180013689,1,46931.6,46931.6,0.0,0,Material
6280,1,1,19485.7,0.010653607118412046,1.2007154825462012,1,19485.7,19485.7,0.0,0,Material
6281,10,10,47599.3,0.01871901437371663,0.3798489527720739,1,47599.3,47599.3,0.0,0,Material
6282,5,5,42462.0,0.0036521560574948667,0.7541572621492129,1,42462.0,42462.0,0.0,0,Material
6283,4,4,43122.7,0.13564487337440112,0.46601412731006164,1,43122.7,43122.7,0.0,0,Material
6284,3,3,2676.33,0.010488021902806297,0.4279673648186174,1,2676.33,2676.33,0.0,0,Material
6285,8,8,83436.1,0.03562250513347023,0.2671269541409993,1,83436.1,83436.1,0.0,0,Material
6286,8,8,6412.200000000001,0.07300383299110198,0.3623251197809719,1,6412.200000000001,6412.200000000001,0.0,0,Material
6287,4,4,2489.68,0.28015326488706366,0.4618426557152635,2,2489.68,2489.68,0.0,0,Material
6288,9,9,46839.9,0.06059728952772074,0.18802863791923338,1,46839.9,46839.9,0.0,0,Material
6289,8,8,19973.3,0.04143123887748117,0.8829591786447639,1,19973.3,19973.3,0.0,0,Material
6290,1,1,1079970.0,0.21554647501711158,0.5835752772073922,1,1079970.0,1079970.0,0.0,0,Material
6291,9,9,128981.70000000001,0.15412495550992472,0.4802041889117043,1,128981.70000000001,128981.70000000001,0.0,0,Material
6292,10,10,130283.7,0.1589584941820671,4.1410514442162905,1,109339.0,130283.7,20944.699999999997,0,Material
6293,8,8,224114.0,0.06940867898699521,1.2959143600273786,1,224114.0,224114.0,0.0,0,Material
6294,2,2,805.854,0.08695230663928817,0.8686296509240247,1,805.854,805.854,0.0,0,Material
6295,6,6,42030.8,0.017939904175222447,0.21483931553730323,1,42030.8,42030.8,0.0,0,Material
6296,6,6,6174.14,0.19980654346338123,1.3794222587268994,1,6174.14,6174.14,0.0,0,Material
6297,8,8,5456.21,0.07902272416153319,0.09685204654346338,1,5456.21,5456.21,0.0,0,Material
6298,8,8,4653.71,0.036877371663244354,0.826998932238193,1,4653.71,4653.71,0.0,0,Material
6299,7,7,25817.3,0.06801960301163587,0.5041536755646817,1,25817.3,25817.3,0.0,0,Material
6300,2,2,179248.6,0.14018034223134837,0.8370464887063656,1,179248.6,179248.6,0.0,0,Material
6301,8,8,56379.9,0.001693141683778234,0.9491293086926763,1,56379.9,56379.9,0.0,0,Material
6302,1,1,43008.6,0.04589409993155373,0.16434447638603694,1,43008.6,43008.6,0.0,0,Material
6303,1,1,33585.7,0.2134921560574949,0.21238984257357976,1,33585.7,33585.7,0.0,0,Material
6304,10,10,110650.70000000001,0.019029103353867215,1.1785977275838468,1,28835.4,110650.70000000001,81815.30000000002,0,Material
6305,1,1,39043.234,0.013349349760438056,1.0729542231348392,1,39043.234,39043.234,0.0,0,Material
6306,7,7,4959.13,0.006203696098562628,0.6432132511978097,1,4959.13,4959.13,0.0,0,Material
6307,3,3,16434.2,0.10076791238877482,0.10044147843942505,1,16434.2,16434.2,0.0,0,Material
6308,5,5,3134.59,0.1847762354551677,3.6446222039698837,2,3134.59,3134.59,0.0,0,Material
6309,8,8,8697.92,0.17099362080766597,0.426578726899384,1,8697.92,8697.92,0.0,0,Material
6310,3,3,140765.75,0.21324101300479126,1.5719803696098562,1,140765.75,140765.75,0.0,0,Material
6311,9,9,1710.04,0.046645804243668716,1.1762837508555783,1,1710.04,1710.04,0.0,0,Material
6312,3,3,79507.3,0.053928049281314165,0.24229702943189596,1,79507.3,79507.3,0.0,0,Material
6313,10,10,9969.94,0.1042746611909651,0.23470650239561944,1,0.0,9969.94,9969.94,0,Material
6314,2,2,20200.879999999997,0.02022357289527721,1.3318300342231348,1,20200.879999999997,20200.879999999997,0.0,0,Material
6315,2,2,15813.3,0.04233522245037646,1.272496399726215,1,15813.3,15813.3,0.0,0,Material
6316,4,4,15489.2,0.06560599589322381,1.3129051882272416,1,15489.2,15489.2,0.0,0,Material
6317,4,4,172211.0,0.18220136892539357,4.268800958247776,1,172211.0,172211.0,0.0,0,Material
6318,8,8,232670.0,0.228575742642026,0.3487341820670773,1,232670.0,232670.0,0.0,0,Material
6319,7,7,3349.97,0.12460662559890485,0.4937261054072553,1,3349.97,3349.97,0.0,0,Material
6320,7,7,8699.58,0.01591066392881588,0.7635541683778234,1,8699.58,8699.58,0.0,0,Material
6321,9,9,20213.0,0.017290513347022588,0.4638477207392197,1,20213.0,20213.0,0.0,0,Material
6322,3,3,49325.1,0.014112224503764544,0.13924309377138944,1,49325.1,49325.1,0.0,0,Material
6323,4,4,66075.89,0.019340232717316906,2.5070964818617387,1,66075.89,66075.89,0.0,0,Material
6324,2,2,3794.37,0.2406092813141684,0.23894461327857633,1,3794.37,3794.37,0.0,0,Material
6325,3,3,153073.4,0.020658398357289526,0.25489634496919916,1,153073.4,153073.4,0.0,0,Material
6326,8,8,21909.1,0.041505598904859685,4.686716550308009,1,0.0,21909.1,21909.1,0,Material
6327,1,1,173928.1,0.075318083504449,0.9486371800136892,1,173928.1,173928.1,0.0,0,Material
6328,7,7,63323.2,0.027404681724845996,1.1273571800136892,1,63323.2,63323.2,0.0,0,Material
6329,7,7,44046.8,0.047971006160164274,0.35289037645448323,1,44046.8,44046.8,0.0,0,Material
6330,2,2,39706.4,0.01707712525667351,0.12008585900068447,1,39706.4,39706.4,0.0,0,Material
6331,4,4,9773.44,0.019749623545516768,0.12456386036960986,1,9773.44,9773.44,0.0,0,Material
6332,7,7,428.288,0.12814874743326488,0.12570565366187542,1,428.288,428.288,0.0,0,Material
6333,5,5,24434.4,0.012933634496919918,0.8878669678302533,1,24434.4,24434.4,0.0,0,Material
6334,7,7,63292.4,0.02817801505817933,0.87383022587269,1,63292.4,63292.4,0.0,0,Material
6335,6,6,10543.710000000001,0.02554264202600958,0.3915022039698836,1,10543.710000000001,10543.710000000001,0.0,0,Material
6336,4,4,13650.26,0.0463282135523614,0.3745736618754278,2,13650.26,13650.26,0.0,0,Material
6337,10,10,3455.9,0.2003818480492813,0.653197645448323,1,1854.18,3455.9,1601.72,0,Material
6338,6,6,5578.99,0.01045492128678987,0.6799873785078713,1,5578.99,5578.99,0.0,0,Material
6339,5,5,17229.1,0.002513867214236824,0.3774009034907598,1,17229.1,17229.1,0.0,0,Material
6340,5,5,1216.41,0.04378316221765914,0.05840974674880219,1,1216.41,1216.41,0.0,0,Material
6341,8,8,57540.6,0.46640169746748805,0.8151501163586584,2,57540.6,57540.6,0.0,0,Material
6342,8,8,1269.12,0.25232714579055443,0.40190915811088296,1,1269.12,1269.12,0.0,0,Material
6343,4,4,11434.1,0.4526027926078029,0.450578288843258,1,11434.1,11434.1,0.0,0,Material
6344,4,4,32650.7,0.0071102532511978095,0.5302951676933607,1,32650.7,32650.7,0.0,0,Material
6345,7,7,69315.0,0.01774652977412731,0.3573040657084189,1,69315.0,69315.0,0.0,0,Material
6346,10,10,6652.23,0.05677883641341547,0.5028252429842573,1,0.0,6652.23,6652.23,0,Material
6347,10,10,11319.96,0.010441670088980151,3.212425571526352,1,0.0,11319.96,11319.96,0,Material
6348,5,5,25462.37,0.034614373716632445,1.189648952772074,2,25462.37,25462.37,0.0,0,Material
6349,5,5,264718.0,0.025278850102669403,1.4174280082135524,1,264718.0,264718.0,0.0,0,Material
6350,5,5,2037.16,0.10445957563312801,0.499326379192334,1,2037.16,2037.16,0.0,0,Material
6351,10,10,8003.099999999999,0.02036125941136208,0.917668090349076,1,0.0,8003.099999999999,8003.099999999999,0,Material
6352,5,5,9674.72,0.03860123203285421,0.9361090759753593,1,9674.72,9674.72,0.0,0,Material
6353,5,5,2992.17,0.02886009582477755,0.17182956878850103,1,2992.17,2992.17,0.0,0,Material
6354,10,10,4841.06,0.43923370294318964,0.8637452703627652,2,0.0,4841.06,4841.06,1,Material
6355,3,3,19333.5,0.12973609856262833,0.4054136892539356,1,19333.5,19333.5,0.0,0,Material
6356,4,4,31699.6,0.025361423682409307,0.254403613963039,1,31699.6,31699.6,0.0,0,Material
6357,9,9,13690.630000000001,0.0021135660506502395,1.0961209582477753,1,13690.630000000001,13690.630000000001,0.0,0,Material
6358,7,7,55881.9,0.021129965776865163,0.20357201916495551,1,55881.9,55881.9,0.0,0,Material
6359,4,4,3002.56,0.012034086242299794,0.6754779739904175,1,3002.56,3002.56,0.0,0,Material
6360,3,3,60571.9,0.22665672826830938,0.22499671457905546,1,60571.9,60571.9,0.0,0,Material
6361,10,10,2139.24,0.013228364134154688,1.9882403285420944,1,0.0,2139.24,2139.24,0,Material
6362,3,3,2394.49,0.04214518822724162,1.2406769609856263,1,2394.49,2394.49,0.0,0,Material
6363,8,8,8450.16,0.07598833675564681,1.2048450650239562,1,8450.16,8450.16,0.0,0,Material
6364,9,9,9758.38,0.010933744010951402,1.1710781930184806,1,9758.38,9758.38,0.0,0,Material
6365,10,10,228602.0,0.4914102395619439,0.49027501711156746,1,228602.0,228602.0,0.0,0,Material
6366,1,1,28228.800000000003,0.04962149212867899,0.24921530458590005,1,28228.800000000003,28228.800000000003,0.0,0,Material
6367,1,1,1525.4,0.0477417659137577,0.24757073237508556,1,1525.4,1525.4,0.0,0,Material
6368,2,2,42227.54,0.06719115674195757,0.6104740862422998,1,42227.54,42227.54,0.0,0,Material
6369,5,5,89841.1,0.005461629021218344,2.0109481998631074,1,89841.1,89841.1,0.0,0,Material
6370,7,7,6748.31,0.08869752224503764,0.6276681451060917,1,6748.31,6748.31,0.0,0,Material
6371,5,5,8155.26,0.05221021218343601,0.11828427104722793,1,8155.26,8155.26,0.0,0,Material
6372,8,8,14571.8,0.0442141273100616,1.0100671321013006,1,14571.8,14571.8,0.0,0,Material
6373,5,5,104000.41,0.01448599589322382,0.5373852703627652,1,104000.41,104000.41,0.0,0,Material
6374,5,5,6109.93,0.010757207392197125,1.386794907597536,1,6109.93,6109.93,0.0,0,Material
6375,6,6,1551.65,0.01858365503080082,0.5861504996577687,1,1551.65,1551.65,0.0,0,Material
6376,9,9,64796.7,0.49588843258042437,0.586319780971937,1,64796.7,64796.7,0.0,0,Material
6377,1,1,58081.5,0.20572309377138948,3.168765667351129,2,58081.5,58081.5,0.0,0,Material
6378,5,5,7682.66,0.04175397672826831,0.6912990828199863,1,7682.66,7682.66,0.0,0,Material
6379,9,9,6390.57,0.10553229295003422,0.38867263518138256,1,6390.57,6390.57,0.0,0,Material
6380,4,4,152509.0,0.3307166598220397,0.6091695824777549,1,152509.0,152509.0,0.0,0,Material
6381,1,1,9287.82,0.07819583846680356,4.559330622861054,1,9287.82,9287.82,0.0,0,Material
6382,4,4,9808.0,0.22119101984941822,0.9894237645448324,1,9808.0,9808.0,0.0,0,Material
6383,7,7,12300.970000000001,0.011518576317590692,0.7841798767967145,1,12300.970000000001,12300.970000000001,0.0,0,Material
6384,10,10,151633.61,0.049856317590691306,2.082852566735113,1,0.0,151633.61,151633.61,0,Material
6385,3,3,2944.475,0.2507137029431896,0.6195825872689938,2,2944.475,2944.475,0.0,0,Material
6386,2,2,61545.909999999996,0.3394838056125941,0.7188501848049281,2,61545.909999999996,61545.909999999996,0.0,0,Material
6387,8,8,2773.82,0.0011407529089664612,5.77037054072553,1,0.0,2773.82,2773.82,0,Material
6388,8,8,9488.18,0.04346579055441478,0.7182832580424366,1,9488.18,9488.18,0.0,0,Material
6389,9,9,4778.3,0.1157723203285421,2.506485557837098,1,0.0,4778.3,4778.3,0,Material
6390,6,6,2428.02,0.043095249828884324,0.18647928815879536,1,2428.02,2428.02,0.0,0,Material
6391,10,10,57224.9,0.02897305954825462,0.2739254209445585,1,57224.9,57224.9,0.0,0,Material
6392,5,5,2020.04,0.02383315537303217,0.6993032991101985,1,2020.04,2020.04,0.0,0,Material
6393,7,7,9943.8,0.025169472963723478,0.19921702943189595,1,9943.8,9943.8,0.0,0,Material
6394,8,8,10366.773,0.08772646132785762,1.2103564681724845,2,10366.773,10366.773,0.0,0,Material
6395,7,7,838.618,0.1682753456536619,0.9473147980835044,1,838.618,838.618,0.0,0,Material
6396,5,5,50015.3,0.0568682546201232,1.1117112662559892,1,50015.3,50015.3,0.0,0,Material
6397,10,10,5004.75,0.037708939082819984,1.0715878165639972,1,0.0,5004.75,5004.75,0,Material
6398,9,9,18725.46,0.023867186858316222,0.630845557837098,1,18725.46,18725.46,0.0,0,Material
6399,9,9,24401.6,0.07560312114989733,2.870451279945243,1,0.0,24401.6,24401.6,0,Material
6400,7,7,28452.5,0.00654778918548939,2.0148858863791923,1,28452.5,28452.5,0.0,0,Material
6401,1,1,86018.7,0.09444202600958249,1.2769639425051333,1,86018.7,86018.7,0.0,0,Material
6402,5,5,19257.82,0.3495492950034223,0.34681752224503765,1,19257.82,19257.82,0.0,0,Material
6403,7,7,110446.79999999999,0.04889295003422313,0.45842294318959614,1,110446.79999999999,110446.79999999999,0.0,0,Material
6404,6,6,30250.0,0.2559673374401095,1.2433547980835045,1,30250.0,30250.0,0.0,0,Material
6405,7,7,234569.0,0.21612030116358658,1.0832930869267625,1,234569.0,234569.0,0.0,0,Material
6406,8,8,21521.4,0.015072142368240931,0.5716084052019165,1,21521.4,21521.4,0.0,0,Material
6407,8,8,36396.6,0.015076550308008214,0.3416078302532512,1,36396.6,36396.6,0.0,0,Material
6408,6,6,40777.4,0.25601708418891167,2.015817193702943,2,40777.4,40777.4,0.0,0,Material
6409,3,3,3424.77,0.018751047227926077,0.3285782340862423,1,3424.77,3424.77,0.0,0,Material
6410,3,3,2750.8,0.12740651608487338,0.6937039561943874,1,2750.8,2750.8,0.0,0,Material
6411,4,4,947897.37,0.14726737850787133,1.345499794661191,1,947897.37,947897.37,0.0,0,Material
6412,8,8,30626.379999999997,0.0600731279945243,0.8345598357289528,1,30626.379999999997,30626.379999999997,0.0,0,Material
6413,7,7,7974.19,0.03908501026694045,0.5027027241615332,1,7974.19,7974.19,0.0,0,Material
6414,10,10,25513.510000000002,0.11587912388774813,0.35464553045859,1,25513.510000000002,25513.510000000002,0.0,0,Material
6415,1,1,243666.2,0.03564563997262149,0.4351891307323751,1,243666.2,243666.2,0.0,0,Material
6416,4,4,7346.53,0.14453954825462012,0.5780000821355237,1,7346.53,7346.53,0.0,0,Material
6417,1,1,38421.4,0.01660520191649555,3.8601005612594115,1,38421.4,38421.4,0.0,0,Material
6418,7,7,33863.26,0.08335134839151266,3.877986009582478,1,31428.55,33863.26,2434.7100000000028,0,Material
6419,10,10,3306.01,0.04192451745379877,0.23175986310746063,1,3306.01,3306.01,0.0,0,Material
6420,3,3,25882.7,0.054296153319644075,0.3441979739904175,1,25882.7,25882.7,0.0,0,Material
6421,3,3,556.565,0.26749407255304586,0.4261236687200548,1,556.565,556.565,0.0,0,Material
6422,8,8,104822.73,0.01273409993155373,1.0497554004106777,1,104822.73,104822.73,0.0,0,Material
6423,1,1,14373.2,0.008023545516769336,0.17900145106091717,1,14373.2,14373.2,0.0,0,Material
6424,8,8,7293.83,0.024878329911019847,0.9467309240246407,1,7293.83,7293.83,0.0,0,Material
6425,1,1,19137.93,0.2101872963723477,1.345520027378508,1,19137.93,19137.93,0.0,0,Material
6426,1,1,9999.37,0.03591101984941821,0.9584637645448323,1,9999.37,9999.37,0.0,0,Material
6427,1,1,11979.1,0.10455154004106777,0.28906507871321013,1,11979.1,11979.1,0.0,0,Material
6428,5,5,1550.83,0.25947726214921285,0.6935142231348391,1,1550.83,1550.83,0.0,0,Material
6429,6,6,6699.32,0.02438751540041068,0.3190944010951403,1,6699.32,6699.32,0.0,0,Material
6430,3,3,22311.149999999998,0.16220618754277893,0.7141471868583161,1,22311.149999999998,22311.149999999998,0.0,0,Material
6431,9,9,1292.88,0.6188407939767282,0.6161520328542095,1,1292.88,1292.88,0.0,0,Material
6432,6,6,9066.08,0.04222379192334018,0.13688358658453115,2,9066.08,9066.08,0.0,0,Material
6433,6,6,3933.66,0.015961396303901438,2.7162879123887747,1,3933.66,3933.66,0.0,0,Material
6434,7,7,9476.01,0.16814168377823407,2.580546201232033,1,9476.01,9476.01,0.0,0,Material
6435,10,10,58066.49,0.04069683778234086,0.4620339219712526,1,0.0,58066.49,58066.49,1,Material
6436,1,1,14143.3,0.05844714579055442,0.0560139356605065,1,14143.3,14143.3,0.0,0,Material
6437,10,10,8487.75,0.0421623819301848,0.55043871321013,1,8487.75,8487.75,0.0,0,Material
6438,1,1,21734.4,0.19798581793292264,0.2753860917180014,1,21734.4,21734.4,0.0,0,Material
6439,9,9,476.743,0.15146891170431212,0.2804164818617385,1,476.743,476.743,0.0,0,Material
6440,2,2,11235.5,0.01194450376454483,1.1159250924024642,1,11235.5,11235.5,0.0,0,Material
6441,7,7,84485.0,0.18185659137577,0.1806014236824093,1,84485.0,84485.0,0.0,0,Material
6442,10,10,9172.9,0.1708335934291581,0.99008848733744,1,1492.83,9172.9,7680.07,0,Material
6443,6,6,42016.96,0.00883378507871321,0.6518639835728953,1,42016.96,42016.96,0.0,0,Material
6444,9,9,94789.2,0.030640465434633814,0.4225993429158111,1,94789.2,94789.2,0.0,0,Material
6445,5,5,38138.65,0.04754384668035592,0.35463134839151267,1,38138.65,38138.65,0.0,0,Material
6446,1,1,5000000.0,0.022683586584531144,0.3402935523613963,1,5000000.0,5000000.0,0.0,0,Material
6447,3,3,26672.1,0.011800082135523613,0.7081005886379192,1,26672.1,26672.1,0.0,0,Material
6448,9,9,44147.549999999996,0.6173698288843258,3.2745752498288843,2,37219.2,44147.549999999996,6928.3499999999985,0,Material
6449,7,7,98978.4,0.008603258042436687,0.17254297056810405,1,98978.4,98978.4,0.0,0,Material
6450,8,8,27295.6,0.004513867214236824,0.2918152498288843,1,27295.6,27295.6,0.0,0,Material
6451,3,3,451059.0,0.040055359342915806,0.26020950034223134,1,451059.0,451059.0,0.0,0,Material
6452,10,10,101447.9,0.03518759753593429,2.137763312799452,1,29593.2,101447.9,71854.7,0,Material
6453,9,9,33888.3,0.0347909377138946,0.4593636687200548,1,33888.3,33888.3,0.0,0,Material
6454,3,3,3161.21,0.3181000684462697,0.6661960301163586,2,3161.21,3161.21,0.0,0,Material
6455,9,9,547025.4,0.14086015058179327,0.48112317590691306,1,547025.4,547025.4,0.0,0,Material
6456,9,9,12404.5,0.04871233401779603,0.4553888569472964,1,12404.5,12404.5,0.0,0,Material
6457,1,1,9936.18,0.15226182067077346,0.33654412046543464,1,9936.18,9936.18,0.0,0,Material
6458,9,9,60272.87,0.025300752908966464,1.1135983572895278,1,60272.87,60272.87,0.0,0,Material
6459,3,3,10858.7,0.013563203285420943,0.7019385626283368,1,10858.7,10858.7,0.0,0,Material
6460,7,7,17526.7,0.09038661190965093,0.4856001368925394,1,17526.7,17526.7,0.0,0,Material
6461,8,8,139294.0,0.14709396303901437,0.8157258590006845,1,139294.0,139294.0,0.0,0,Material
6462,6,6,26230.5,0.03531854893908282,0.13616542094455852,1,26230.5,26230.5,0.0,0,Material
6463,1,1,1932.7,0.023374127310061603,0.5914356194387406,1,1932.7,1932.7,0.0,0,Material
6464,4,4,5999.15,0.05686269678302532,0.9865627652292951,1,5999.15,5999.15,0.0,0,Material
6465,10,10,27922.57,0.022727063655030803,0.35148229979466117,1,0.0,27922.57,27922.57,0,Material
6466,6,6,62584.3,0.03624793976728268,0.4284681998631074,1,62584.3,62584.3,0.0,0,Material
6467,4,4,10483.6,0.07076358658453114,0.36987701574264203,1,10483.6,10483.6,0.0,0,Material
6468,10,10,76192.7,0.13086907597535935,2.1533615331964406,1,0.0,76192.7,76192.7,0,Material
6469,5,5,5265.15,0.04644260095824777,0.743009555099247,1,5265.15,5265.15,0.0,0,Material
6470,5,5,7399.6,0.08558308008213553,0.6170242026009582,1,7399.6,7399.6,0.0,0,Material
6471,5,5,17206.8,0.038812347707049964,0.9449293360711841,1,17206.8,17206.8,0.0,0,Material
6472,8,8,28025.4,0.6980651608487338,0.697638083504449,2,28025.4,28025.4,0.0,0,Material
6473,7,7,29549.12,0.42505916495550994,0.42424142368240936,1,29549.12,29549.12,0.0,0,Material
6474,7,7,84036.40000000001,0.006755975359342916,0.6862023819301848,1,84036.40000000001,84036.40000000001,0.0,0,Material
6475,9,9,15119.47,0.019620670773442848,0.7378372895277208,1,15119.47,15119.47,0.0,0,Material
6476,10,10,81243.0,0.0030168104038329913,0.6915656125941136,1,0.0,81243.0,81243.0,0,Material
6477,10,10,289590.911,0.06365667351129364,0.920612539356605,1,289254.0,289590.911,336.9110000000219,0,Material
6478,10,10,16193.8,0.3857502258726899,0.4995876796714579,2,0.0,16193.8,16193.8,1,Material
6479,3,3,10240.2,0.6141212594113621,0.6123464750171116,1,10240.2,10240.2,0.0,0,Material
6480,8,8,25013.239999999998,0.4964595208761122,1.3506416700889803,1,25013.239999999998,25013.239999999998,0.0,0,Material
6481,9,9,20171.69,0.030306201232032856,0.36223534565366183,1,20171.69,20171.69,0.0,0,Material
6482,6,6,14732.75,0.040363422313483915,0.5845655852156058,1,14732.75,14732.75,0.0,0,Material
6483,10,10,1618.79,0.13689541409993156,0.3342915537303217,1,0.0,1618.79,1618.79,0,Material
6484,3,3,30918.4,0.1299208761122519,0.12954669404517452,1,30918.4,30918.4,0.0,0,Material
6485,7,7,3074.4,0.13848728268309377,0.4989016290212184,1,3074.4,3074.4,0.0,0,Material
6486,5,5,544.52,0.13139540041067763,1.005187843942505,1,544.52,544.52,0.0,0,Material
6487,2,2,24325.9,0.2601093223819302,0.3132965092402464,1,24325.9,24325.9,0.0,0,Material
6488,5,5,21093.2,0.5144382203969884,0.5138735934291582,2,21093.2,21093.2,0.0,0,Material
6489,8,8,117433.0,0.08904210814510609,0.6375132648870636,1,117433.0,117433.0,0.0,0,Material
6490,5,5,10815.189999999999,0.32317796030116364,0.5617298562628337,1,10815.189999999999,10815.189999999999,0.0,0,Material
6491,10,10,41117.9,0.04388183436002738,0.29951074606433953,1,41117.9,41117.9,0.0,0,Material
6492,6,6,6872.55,0.04809598904859685,0.8407340999315537,1,6872.55,6872.55,0.0,0,Material
6493,4,4,887226.64,0.04973620807665983,0.5299545516769336,1,887226.64,887226.64,0.0,0,Material
6494,9,9,47294.2,0.6646908966461328,0.9405785352498289,1,47294.2,47294.2,0.0,0,Material
6495,9,9,3125.52,0.21087214236824092,0.258661054072553,1,3125.52,3125.52,0.0,0,Material
6496,10,10,31364.34,0.19469070499657767,0.7958267488021903,1,31364.34,31364.34,0.0,0,Material
6497,5,5,12173.5,0.020645010266940454,0.16245949349760438,1,12173.5,12173.5,0.0,0,Material
6498,7,7,6964.39,0.010670828199863107,0.5081309240246407,1,6964.39,6964.39,0.0,0,Material
6499,7,7,4252.36,0.2476244216290212,0.6528427652292951,1,4252.36,4252.36,0.0,0,Material
6500,7,7,50468.0,0.0902662559890486,0.49653327857631757,1,50468.0,50468.0,0.0,0,Material
6501,9,9,36990.3,0.04499471594798083,0.3910417796030116,1,36990.3,36990.3,0.0,0,Material
6502,5,5,7321.304,0.01727791923340178,1.6820386036960986,1,7321.304,7321.304,0.0,0,Material
6503,5,5,20556.81,0.031009062286105407,1.3033048049281313,1,20556.81,20556.81,0.0,0,Material
6504,9,9,2810.65,0.15405152635181382,0.4372382751540041,1,2810.65,2810.65,0.0,0,Material
6505,1,1,19926.27,0.11145245722108145,0.5750203969883642,1,19926.27,19926.27,0.0,0,Material
6506,6,6,6129.42,0.015329691991786448,0.27013823408624227,1,6129.42,6129.42,0.0,0,Material
6507,8,8,26916.8,0.15005826146475018,0.1786973853524983,2,26916.8,26916.8,0.0,0,Material
6508,10,10,4489.07,0.03393352498288843,0.5557201368925393,1,0.0,4489.07,4489.07,0,Material
6509,10,10,2891.39,0.19357330595482547,0.5061865023956195,1,0.0,2891.39,2891.39,0,Material
6510,6,6,34515.49,0.026926625598904862,0.4571191238877481,1,34515.49,34515.49,0.0,0,Material
6511,6,6,153157.5,0.02629908281998631,1.0125943874058865,1,153157.5,153157.5,0.0,0,Material
6512,8,8,1895.4,0.005202737850787132,0.2194986995208761,1,1895.4,1895.4,0.0,0,Material
6513,9,9,61076.4,0.021832388774811775,0.18612325804243668,1,61076.4,61076.4,0.0,0,Material
6514,1,1,3434.16,0.05985007529089665,0.40153503080082137,1,3434.16,3434.16,0.0,0,Material
6515,3,3,1707.03,0.11629524982888433,0.1767740177960301,1,1707.03,1707.03,0.0,0,Material
6516,2,2,213052.501,0.06818896646132785,0.2209474880219028,1,213052.501,213052.501,0.0,0,Material
