claim_no,accident_year,occurrence_period,dev_lag,payment_period,claim_size,payment_size,observed_flag
2093,7,7,2,8,55826.9,10411.4,1
2093,7,7,4,10,55826.9,20907.7,1
2094,4,4,1,4,306428.30000000005,6778.55,1
2094,4,4,2,5,306428.30000000005,85439.6,1
2094,4,4,2,5,306428.30000000005,4525.25,1
2094,4,4,2,5,306428.30000000005,163697.0,1
2094,4,4,4,7,306428.30000000005,45987.9,1
2095,1,1,1,1,225700.67,218329.0,1
2095,1,1,1,1,225700.67,7371.67,1
2096,2,2,1,2,12353.0,12353.0,1
2097,6,6,1,6,191675.64,2716.44,1
2097,6,6,2,7,191675.64,109410.0,1
2097,6,6,2,7,191675.64,25139.0,1
2097,6,6,3,8,191675.64,54410.2,1
2098,2,2,1,2,323855.0,323855.0,1
2099,10,10,1,10,83902.1,13338.1,1
2099,10,10,1,10,83902.1,70564.0,1
2100,7,7,2,8,3629.54,3629.54,1
2101,10,10,1,10,100592.9,14772.0,1
2101,10,10,2,11,100592.9,85820.9,0
2102,9,9,2,10,6728.8099999999995,1518.37,1
2102,9,9,3,11,6728.8099999999995,5210.44,0
2103,9,9,2,10,12928.718,3926.46,1
2103,9,9,2,10,12928.718,4384.76,1
2103,9,9,3,11,12928.718,129.118,0
2103,9,9,5,13,12928.718,1003.89,0
2103,9,9,9,17,12928.718,3484.49,0
2104,4,4,2,5,16047.88,5019.62,1
2104,4,4,2,5,16047.88,8817.69,1
2104,4,4,3,6,16047.88,2210.57,1
2105,5,5,2,6,174816.1,134576.0,1
2105,5,5,8,12,174816.1,22538.3,0
2105,5,5,13,17,174816.1,17701.8,0
2106,3,3,2,4,149863.18,9830.04,1
2106,3,3,2,4,149863.18,6895.14,1
2106,3,3,3,5,149863.18,107221.0,1
2106,3,3,5,7,149863.18,25917.0,1
2107,2,2,2,3,745299.5,45543.3,1
2107,2,2,2,3,745299.5,200497.0,1
2107,2,2,2,3,745299.5,50279.3,1
2107,2,2,2,3,745299.5,433099.0,1
2107,2,2,4,5,745299.5,15880.9,1
2108,2,2,1,2,64137.0,30629.5,1
2108,2,2,2,3,64137.0,16278.6,1
2108,2,2,2,3,64137.0,17228.9,1
2109,5,5,1,5,156686.0,28879.5,1
2109,5,5,1,5,156686.0,80924.9,1
2109,5,5,2,6,156686.0,46881.6,1
2110,2,2,1,2,42544.91,3616.09,1
2110,2,2,1,2,42544.91,4721.62,1
2110,2,2,1,2,42544.91,10953.9,1
2110,2,2,1,2,42544.91,23253.3,1
2111,2,2,1,2,72868.97,8080.89,1
2111,2,2,2,3,72868.97,7775.38,1
2111,2,2,2,3,72868.97,4932.16,1
2111,2,2,2,3,72868.97,48685.8,1
2111,2,2,3,4,72868.97,3394.74,1
2112,8,8,2,9,38382.5,10301.5,1
2112,8,8,2,9,38382.5,17979.9,1
2112,8,8,9,16,38382.5,10101.1,0
2113,1,1,1,1,42295.600000000006,19988.7,1
2113,1,1,2,2,42295.600000000006,22306.9,1
2114,2,2,2,3,116044.79,50920.1,1
2114,2,2,2,3,116044.79,63164.5,1
2114,2,2,6,7,116044.79,1960.19,1
2115,9,9,2,10,13279.86,10589.2,1
2115,9,9,7,15,13279.86,2690.66,0
2116,4,4,2,5,307051.22,31386.9,1
2116,4,4,2,5,307051.22,30291.4,1
2116,4,4,2,5,307051.22,3714.92,1
2116,4,4,4,7,307051.22,44754.0,1
2116,4,4,7,10,307051.22,196904.0,1
2117,8,8,1,8,26615.35,5190.85,1
2117,8,8,2,9,26615.35,21424.5,1
2118,10,10,1,10,266109.1,20701.0,1
2118,10,10,2,11,266109.1,87389.1,0
2118,10,10,8,17,266109.1,158019.0,0
2119,6,6,2,7,101327.25,65271.0,1
2119,6,6,2,7,101327.25,34910.1,1
2119,6,6,2,7,101327.25,1146.15,1
2120,2,2,1,2,1856440.0,345770.0,1
2120,2,2,4,5,1856440.0,1510670.0,1
2121,10,10,1,10,44711.87,4218.67,1
2121,10,10,1,10,44711.87,8010.76,1
2121,10,10,1,10,44711.87,3118.44,1
2121,10,10,3,12,44711.87,29364.0,0
2122,9,9,2,10,1791.36,1791.36,1
2123,10,10,1,10,143926.4,74219.1,1
2123,10,10,5,14,143926.4,59140.7,0
2123,10,10,6,15,143926.4,10566.6,0
2124,5,5,2,6,91787.45,26771.9,1
2124,5,5,2,6,91787.45,56773.1,1
2124,5,5,4,8,91787.45,2627.12,1
2124,5,5,6,10,91787.45,5615.33,1
2125,5,5,1,5,18892.693,13363.7,1
2125,5,5,1,5,18892.693,660.513,1
2125,5,5,7,11,18892.693,4868.48,0
2126,3,3,1,3,6207.71,3404.36,1
2126,3,3,2,4,6207.71,2803.35,1
2127,8,8,1,8,171539.23,3558.29,1
2127,8,8,4,11,171539.23,163787.0,0
2127,8,8,9,16,171539.23,4193.94,0
2128,1,1,1,1,54802.0,36008.8,1
2128,1,1,6,6,54802.0,18793.2,1
2129,2,2,1,2,25476.65,2457.43,1
2129,2,2,1,2,25476.65,13380.4,1
2129,2,2,3,4,25476.65,9638.82,1
2130,3,3,3,5,8964.809000000001,896.749,1
2130,3,3,3,5,8964.809000000001,2242.39,1
2130,3,3,3,5,8964.809000000001,5825.67,1
2131,10,10,1,10,234010.6,35937.7,1
2131,10,10,1,10,234010.6,22652.9,1
2131,10,10,1,10,234010.6,175420.0,1
2132,3,3,6,8,14490.9,14490.9,1
2133,10,10,2,11,3483798.4,69562.0,0
2133,10,10,2,11,3483798.4,2793380.0,0
2133,10,10,2,11,3483798.4,575964.0,0
2133,10,10,3,12,3483798.4,13809.4,0
2133,10,10,3,12,3483798.4,31083.0,0
2134,4,4,4,7,103128.0,103128.0,1
2135,4,4,2,5,86969.926,572.526,1
2135,4,4,4,7,86969.926,73145.3,1
2135,4,4,6,9,86969.926,13252.1,1
2136,7,7,2,8,45497.73,1103.63,1
2136,7,7,3,9,45497.73,14650.4,1
2136,7,7,3,9,45497.73,29743.7,1
2137,7,7,2,8,12466.866,11903.6,1
2137,7,7,3,9,12466.866,563.266,1
2138,9,9,2,10,51444.8,51444.8,1
2139,5,5,1,5,38539.57,4207.38,1
2139,5,5,1,5,38539.57,7443.95,1
2139,5,5,1,5,38539.57,3025.04,1
2139,5,5,1,5,38539.57,4676.8,1
2139,5,5,2,6,38539.57,19186.4,1
2140,3,3,1,3,5200017.1,5056250.0,1
2140,3,3,2,4,5200017.1,121825.0,1
2140,3,3,2,4,5200017.1,21942.1,1
2141,9,9,2,10,114028.6,81232.0,1
2141,9,9,5,13,114028.6,32796.6,0
2142,8,8,2,9,150727.9,42448.9,1
2142,8,8,3,10,150727.9,108279.0,1
2143,8,8,1,8,46262.0,14903.4,1
2143,8,8,9,16,46262.0,31358.6,0
2144,5,5,2,6,33341.7,33341.7,1
2145,6,6,1,6,173039.0,173039.0,1
2146,2,2,2,3,26102.53,5717.33,1
2146,2,2,3,4,26102.53,20385.2,1
2147,6,6,2,7,10806.717999999999,850.408,1
2147,6,6,4,9,10806.717999999999,9956.31,1
2148,4,4,1,4,172282.8,70530.8,1
2148,4,4,5,8,172282.8,101752.0,1
2149,7,7,1,7,134697.228,87668.5,1
2149,7,7,1,7,134697.228,318.724,1
2149,7,7,2,8,134697.228,179.904,1
2149,7,7,4,10,134697.228,46530.1,1
2150,3,3,1,3,645302.44,158730.0,1
2150,3,3,1,3,645302.44,247833.0,1
2150,3,3,1,3,645302.44,15089.1,1
2150,3,3,2,4,645302.44,79859.1,1
2150,3,3,3,5,645302.44,2175.24,1
2150,3,3,8,10,645302.44,141616.0,1
2151,8,8,2,9,139371.48,79246.1,1
2151,8,8,2,9,139371.48,5759.98,1
2151,8,8,2,9,139371.48,6371.3,1
2151,8,8,9,16,139371.48,47994.1,0
2152,8,8,2,9,822599.27,8160.27,1
2152,8,8,2,9,822599.27,275388.0,1
2152,8,8,3,10,822599.27,539051.0,1
2153,4,4,2,5,59719.01,25008.2,1
2153,4,4,2,5,59719.01,7601.61,1
2153,4,4,3,6,59719.01,27109.2,1
2154,4,4,2,5,96801.4,39410.7,1
2154,4,4,2,5,96801.4,57390.7,1
2155,9,9,2,10,62710.8,50184.4,1
2155,9,9,3,11,62710.8,12526.4,0
2156,1,1,1,1,52498.748999999996,27787.5,1
2156,1,1,2,2,52498.748999999996,16554.5,1
2156,1,1,2,2,52498.748999999996,220.419,1
2156,1,1,2,2,52498.748999999996,7936.33,1
2157,8,8,3,10,240564.0,240564.0,1
2158,2,2,2,3,658821.196,21021.9,1
2158,2,2,2,3,658821.196,618264.0,1
2158,2,2,2,3,658821.196,363.156,1
2158,2,2,4,5,658821.196,4226.84,1
2158,2,2,7,8,658821.196,14945.3,1
2159,4,4,1,4,107913.49,2448.63,1
2159,4,4,1,4,107913.49,1820.86,1
2159,4,4,1,4,107913.49,103644.0,1
2160,10,10,2,11,8131.62,8131.62,0
2161,5,5,1,5,411051.47,200531.0,1
2161,5,5,1,5,411051.47,7690.16,1
2161,5,5,2,6,411051.47,3164.41,1
2161,5,5,2,6,411051.47,3612.99,1
2161,5,5,3,7,411051.47,3908.91,1
2161,5,5,5,9,411051.47,192144.0,1
2162,10,10,2,11,466049.6,449117.0,0
2162,10,10,5,14,466049.6,16932.6,0
2163,2,2,3,4,22017.84,2115.88,1
2163,2,2,3,4,22017.84,16178.0,1
2163,2,2,3,4,22017.84,3723.96,1
2164,8,8,3,10,30789.9,30789.9,1
2165,6,6,3,8,69042.5,69042.5,1
2166,10,10,1,10,3827131.075,931.075,1
2166,10,10,1,10,3827131.075,3826200.0,1
2167,1,1,1,1,793968.21,5495.91,1
2167,1,1,1,1,793968.21,12517.9,1
2167,1,1,1,1,793968.21,10176.4,1
2167,1,1,2,2,793968.21,765778.0,1
2168,4,4,2,5,79734.20999999999,27336.2,1
2168,4,4,2,5,79734.20999999999,47368.5,1
2168,4,4,4,7,79734.20999999999,5029.51,1
2169,1,1,2,2,14382.73,2351.33,1
2169,1,1,3,3,14382.73,12031.4,1
2170,1,1,1,1,20179.15,15568.3,1
2170,1,1,14,14,20179.15,4610.85,0
2171,10,10,1,10,809896.6,14686.9,1
2171,10,10,1,10,809896.6,100538.0,1
2171,10,10,2,11,809896.6,35326.7,0
2171,10,10,3,12,809896.6,659345.0,0
2172,2,2,2,3,136533.6,75331.5,1
2172,2,2,4,5,136533.6,61202.1,1
2173,9,9,2,10,1975.33,1975.33,1
2174,8,8,2,9,20127.08,9567.78,1
2174,8,8,4,11,20127.08,10559.3,0
2175,8,8,1,8,814922.2999999999,38980.2,1
2175,8,8,2,9,814922.2999999999,629256.0,1
2175,8,8,6,13,814922.2999999999,76290.9,0
2175,8,8,7,14,814922.2999999999,70395.2,0
2176,8,8,1,8,41043.22,7436.45,1
2176,8,8,2,9,41043.22,8565.37,1
2176,8,8,2,9,41043.22,25041.4,1
2177,5,5,3,7,29163.3,29163.3,1
2178,4,4,2,5,91007.25000000001,7718.53,1
2178,4,4,2,5,91007.25000000001,2465.96,1
2178,4,4,2,5,91007.25000000001,78834.6,1
2178,4,4,2,5,91007.25000000001,1988.16,1
2179,9,9,1,9,543840.703,342497.0,1
2179,9,9,1,9,543840.703,304.103,1
2179,9,9,2,10,543840.703,179156.0,1
2179,9,9,3,11,543840.703,21883.6,0
2180,1,1,2,2,182914.22999999998,3610.83,1
2180,1,1,3,3,182914.22999999998,154631.0,1
2180,1,1,3,3,182914.22999999998,1453.8,1
2180,1,1,7,7,182914.22999999998,23218.6,1
2181,5,5,2,6,113874.06999999999,3751.37,1
2181,5,5,3,7,113874.06999999999,85895.5,1
2181,5,5,3,7,113874.06999999999,24227.2,1
2182,7,7,1,7,594404.0,476396.0,1
2182,7,7,1,7,594404.0,118008.0,1
2183,10,10,2,11,19501.85,6703.45,0
2183,10,10,4,13,19501.85,12798.4,0
2184,7,7,3,9,34248.130000000005,2273.54,1
2184,7,7,4,10,34248.130000000005,28165.0,1
2184,7,7,14,20,34248.130000000005,3809.59,0
2185,5,5,1,5,199715.0,199715.0,1
2186,3,3,1,3,16671.69,144.69,1
2186,3,3,1,3,16671.69,16527.0,1
2187,8,8,3,10,58646.2,7688.2,1
2187,8,8,5,12,58646.2,33898.6,0
2187,8,8,6,13,58646.2,17059.4,0
2188,10,10,2,11,74930.48999999999,6260.09,0
2188,10,10,2,11,74930.48999999999,12559.8,0
2188,10,10,4,13,74930.48999999999,56110.6,0
2189,2,2,2,3,3326.73,3326.73,1
2190,3,3,2,4,73356.36,65566.6,1
2190,3,3,2,4,73356.36,3531.75,1
2190,3,3,3,5,73356.36,4258.01,1
2191,4,4,2,5,503075.2,235305.0,1
2191,4,4,3,6,503075.2,247673.0,1
2191,4,4,3,6,503075.2,20097.2,1
2192,10,10,1,10,494052.56999999995,5678.67,1
2192,10,10,2,11,494052.56999999995,15272.8,0
2192,10,10,4,13,494052.56999999995,432266.0,0
2192,10,10,4,13,494052.56999999995,12605.9,0
2192,10,10,6,15,494052.56999999995,28229.2,0
2193,7,7,2,8,1937.7,1937.7,1
2194,9,9,1,9,106813.40000000001,3230.18,1
2194,9,9,2,10,106813.40000000001,2339.31,1
2194,9,9,3,11,106813.40000000001,1937.11,0
2194,9,9,3,11,106813.40000000001,70963.3,0
2194,9,9,3,11,106813.40000000001,28343.5,0
2195,4,4,2,5,610150.73,408245.0,1
2195,4,4,2,5,610150.73,21215.6,1
2195,4,4,2,5,610150.73,2250.03,1
2195,4,4,2,5,610150.73,43397.1,1
2195,4,4,2,5,610150.73,21948.0,1
2195,4,4,2,5,610150.73,113095.0,1
2196,2,2,1,2,237257.89,211173.0,1
2196,2,2,2,3,237257.89,1972.01,1
2196,2,2,2,3,237257.89,9181.88,1
2196,2,2,2,3,237257.89,14931.0,1
2197,1,1,5,5,7391.62,7391.62,1
2198,10,10,1,10,220802.0,12592.3,1
2198,10,10,1,10,220802.0,37853.8,1
2198,10,10,3,12,220802.0,84582.7,0
2198,10,10,3,12,220802.0,85773.2,0
2199,1,1,3,3,3079.07,3079.07,1
2200,10,10,2,11,9887.96,9887.96,0
2201,4,4,1,4,156311.3,3283.7,1
2201,4,4,2,5,156311.3,59247.5,1
2201,4,4,2,5,156311.3,93780.1,1
2202,9,9,2,10,338737.0,171937.0,1
2202,9,9,3,11,338737.0,166800.0,0
2203,7,7,1,7,415292.74,410706.0,1
2203,7,7,2,8,415292.74,4586.74,1
2204,8,8,2,9,95120.54999999999,31195.6,1
2204,8,8,2,9,95120.54999999999,8101.35,1
2204,8,8,5,12,95120.54999999999,55823.6,0
2205,1,1,1,1,413990.387,133.087,1
2205,1,1,3,3,413990.387,363190.0,1
2205,1,1,5,5,413990.387,35091.3,1
2205,1,1,6,6,413990.387,15576.0,1
2206,8,8,2,9,945.555,945.555,1
2207,1,1,1,1,46099.082,1811.06,1
2207,1,1,2,2,46099.082,522.322,1
2207,1,1,2,2,46099.082,28445.9,1
2207,1,1,4,4,46099.082,15319.8,1
2208,7,7,2,8,54140.05,2883.35,1
2208,7,7,2,8,54140.05,14731.2,1
2208,7,7,3,9,54140.05,36525.5,1
2209,7,7,2,8,98361.2,98361.2,1
2210,3,3,2,4,283601.7,194075.0,1
2210,3,3,3,5,283601.7,42117.6,1
2210,3,3,4,6,283601.7,47409.1,1
2211,8,8,2,9,147698.1,73831.3,1
2211,8,8,2,9,147698.1,15660.5,1
2211,8,8,8,15,147698.1,58206.3,0
2212,8,8,2,9,56787.6,10811.5,1
2212,8,8,11,18,56787.6,45976.1,0
2213,1,1,1,1,271640.126,14121.0,1
2213,1,1,3,3,271640.126,623.526,1
2213,1,1,3,3,271640.126,219449.0,1
2213,1,1,15,15,271640.126,37446.6,0
2214,5,5,1,5,76621.09999999999,41778.2,1
2214,5,5,1,5,76621.09999999999,23277.5,1
2214,5,5,1,5,76621.09999999999,11565.4,1
2215,8,8,3,10,19296.120000000003,13624.1,1
2215,8,8,10,17,19296.120000000003,5672.02,0
2216,1,1,1,1,96172.05,48588.3,1
2216,1,1,2,2,96172.05,37677.5,1
2216,1,1,4,4,96172.05,9906.25,1
2217,3,3,1,3,347659.7,132394.0,1
2217,3,3,2,4,347659.7,10221.4,1
2217,3,3,2,4,347659.7,56278.3,1
2217,3,3,4,6,347659.7,148766.0,1
2218,8,8,2,9,2306.56,2306.56,1
2219,4,4,2,5,9836.13,9836.13,1
2220,6,6,2,7,1106132.83,2343.13,1
2220,6,6,2,7,1106132.83,20919.7,1
2220,6,6,3,8,1106132.83,1082870.0,1
2221,1,1,1,1,19904.73,7668.93,1
2221,1,1,5,5,19904.73,12235.8,1
2222,1,1,1,1,28537.45,23481.9,1
2222,1,1,2,2,28537.45,5055.55,1
2223,2,2,2,3,11708.5,7987.79,1
2223,2,2,3,4,11708.5,3720.71,1
2224,5,5,1,5,263394.25,190206.0,1
2224,5,5,2,6,263394.25,39947.5,1
2224,5,5,3,7,263394.25,26016.5,1
2224,5,5,5,9,263394.25,7224.25,1
2225,3,3,1,3,787.098,787.098,1
2226,10,10,1,10,24067.68,7551.38,1
2226,10,10,1,10,24067.68,16516.3,1
2227,4,4,2,5,137550.326,137096.0,1
2227,4,4,2,5,137550.326,454.326,1
2228,7,7,1,7,88412.5,72647.2,1
2228,7,7,2,8,88412.5,15765.3,1
2229,6,6,1,6,4701.16,2152.61,1
2229,6,6,2,7,4701.16,2548.55,1
2230,8,8,2,9,17694.8,7330.25,1
2230,8,8,2,9,17694.8,2245.23,1
2230,8,8,3,10,17694.8,8119.32,1
2231,6,6,1,6,650482.66,193399.0,1
2231,6,6,1,6,650482.66,13799.4,1
2231,6,6,2,7,650482.66,13906.6,1
2231,6,6,2,7,650482.66,428344.0,1
2231,6,6,3,8,650482.66,1033.66,1
2232,5,5,2,6,27460.95,22662.2,1
2232,5,5,3,7,27460.95,4798.75,1
2233,10,10,3,12,47314.8,47314.8,0
2234,8,8,2,9,361863.24,16200.1,1
2234,8,8,2,9,361863.24,336876.0,1
2234,8,8,4,11,361863.24,8787.14,0
2235,3,3,2,4,197973.4,51038.9,1
2235,3,3,2,4,197973.4,59321.2,1
2235,3,3,3,5,197973.4,65852.8,1
2235,3,3,5,7,197973.4,21760.5,1
2236,9,9,2,10,46217.1,22063.6,1
2236,9,9,4,12,46217.1,24153.5,0
2237,7,7,1,7,28082.08,5611.58,1
2237,7,7,1,7,28082.08,22470.5,1
2238,5,5,2,6,1279904.3,1242590.0,1
2238,5,5,3,7,1279904.3,37314.3,1
2239,8,8,5,12,255606.0,255606.0,0
2240,4,4,1,4,267047.072,15817.5,1
2240,4,4,2,5,267047.072,174.602,1
2240,4,4,3,6,267047.072,2720.97,1
2240,4,4,4,7,267047.072,248334.0,1
2241,1,1,2,2,428012.0,428012.0,1
2242,10,10,2,11,200874.39,15364.6,0
2242,10,10,3,12,200874.39,4084.96,0
2242,10,10,3,12,200874.39,1507.83,0
2242,10,10,4,13,200874.39,179917.0,0
2243,6,6,3,8,272826.0,272826.0,1
2244,7,7,2,8,11656.7,11656.7,1
2245,7,7,1,7,129756.043,129334.0,1
2245,7,7,1,7,129756.043,422.043,1
2246,2,2,2,3,34258.578,620.978,1
2246,2,2,8,9,34258.578,33637.6,1
2247,2,2,2,3,509550.5,15666.0,1
2247,2,2,4,5,509550.5,72304.5,1
2247,2,2,4,5,509550.5,421580.0,1
2248,5,5,1,5,193976.53999999998,5012.84,1
2248,5,5,1,5,193976.53999999998,19452.9,1
2248,5,5,2,6,193976.53999999998,148999.0,1
2248,5,5,2,6,193976.53999999998,20511.8,1
2249,1,1,3,3,421022.0,421022.0,1
2250,9,9,1,9,53524.07,9599.76,1
2250,9,9,2,10,53524.07,7458.21,1
2250,9,9,6,14,53524.07,36466.1,0
2251,1,1,1,1,67447.9,24759.4,1
2251,1,1,2,2,67447.9,42688.5,1
2252,3,3,1,3,99776.3,57606.8,1
2252,3,3,2,4,99776.3,42169.5,1
2253,1,1,1,1,27518.06,21768.5,1
2253,1,1,3,3,27518.06,5749.56,1
2254,2,2,2,3,369772.4,323844.0,1
2254,2,2,10,11,369772.4,45928.4,0
2255,2,2,2,3,51964.07,6540.87,1
2255,2,2,2,3,51964.07,45423.2,1
2256,6,6,2,7,54792.380000000005,2898.08,1
2256,6,6,2,7,54792.380000000005,32920.4,1
2256,6,6,4,9,54792.380000000005,18973.9,1
2257,6,6,3,8,87126.145,1025.21,1
2257,6,6,3,8,87126.145,25916.2,1
2257,6,6,3,8,87126.145,39873.5,1
2257,6,6,3,8,87126.145,17215.4,1
2257,6,6,3,8,87126.145,2794.04,1
2257,6,6,3,8,87126.145,301.795,1
2258,4,4,2,5,13855.5,4971.85,1
2258,4,4,4,7,13855.5,8883.65,1
2259,10,10,2,11,291406.8,272081.0,0
2259,10,10,3,12,291406.8,19325.8,0
2260,4,4,2,5,352964.44,4983.44,1
2260,4,4,3,6,352964.44,347981.0,1
2261,10,10,2,11,122102.0,122102.0,0
2262,8,8,3,10,697799.3,19890.3,1
2262,8,8,5,12,697799.3,677909.0,0
2263,9,9,1,9,2595719.1,77939.1,1
2263,9,9,2,10,2595719.1,2517780.0,1
2264,6,6,1,6,8416.251,2782.9,1
2264,6,6,2,7,8416.251,301.271,1
2264,6,6,2,7,8416.251,5332.08,1
2265,6,6,1,6,336860.06,193301.0,1
2265,6,6,4,9,336860.06,140744.0,1
2265,6,6,4,9,336860.06,2815.06,1
2266,8,8,1,8,12760.93,6232.77,1
2266,8,8,7,14,12760.93,6528.16,0
2267,10,10,2,11,701046.43,700775.0,0
2267,10,10,4,13,701046.43,271.43,0
2268,3,3,2,4,110780.8,4141.8,1
2268,3,3,4,6,110780.8,106639.0,1
2269,7,7,3,9,177878.0,177878.0,1
2270,5,5,2,6,53216.51,39545.5,1
2270,5,5,3,7,53216.51,5983.94,1
2270,5,5,3,7,53216.51,7687.07,1
2271,8,8,2,9,3081840.9,41084.6,1
2271,8,8,2,9,3081840.9,3029980.0,1
2271,8,8,3,10,3081840.9,10776.3,1
2272,7,7,2,8,28832.62,24326.6,1
2272,7,7,3,9,28832.62,2349.46,1
2272,7,7,3,9,28832.62,2156.56,1
2273,4,4,2,5,385778.8,8715.8,1
2273,4,4,2,5,385778.8,377063.0,1
2274,5,5,2,6,84347.89,30553.5,1
2274,5,5,2,6,84347.89,21681.1,1
2274,5,5,2,6,84347.89,9984.35,1
2274,5,5,3,7,84347.89,13290.4,1
2274,5,5,4,8,84347.89,8838.54,1
2275,10,10,1,10,171271.9,111243.0,1
2275,10,10,1,10,171271.9,19415.4,1
2275,10,10,2,11,171271.9,40613.5,0
2276,1,1,3,3,5869.25,5869.25,1
2277,10,10,2,11,228852.94999999998,1175.65,0
2277,10,10,2,11,228852.94999999998,171808.0,0
2277,10,10,2,11,228852.94999999998,10190.1,0
2277,10,10,11,20,228852.94999999998,45679.2,0
2278,9,9,2,10,6722.52,3158.49,1
2278,9,9,2,10,6722.52,3564.03,1
2279,8,8,2,9,7191.4,4341.48,1
2279,8,8,3,10,7191.4,2849.92,1
2280,4,4,1,4,137820.19,12965.4,1
2280,4,4,1,4,137820.19,17509.2,1
2280,4,4,2,5,137820.19,106282.0,1
2280,4,4,2,5,137820.19,1063.59,1
2281,9,9,2,10,36973.85,18522.3,1
2281,9,9,2,10,36973.85,1028.45,1
2281,9,9,12,20,36973.85,17423.1,0
2282,4,4,2,5,425197.32999999996,230425.0,1
2282,4,4,3,6,425197.32999999996,3285.1,1
2282,4,4,6,9,425197.32999999996,41794.2,1
2282,4,4,6,9,425197.32999999996,4401.03,1
2282,4,4,15,18,425197.32999999996,145292.0,0
2283,4,4,1,4,1688.47,1688.47,1
2284,9,9,2,10,72281.3,60081.9,1
2284,9,9,5,13,72281.3,12199.4,0
2285,5,5,1,5,69590.62,15258.7,1
2285,5,5,2,6,69590.62,9247.32,1
2285,5,5,3,7,69590.62,45084.6,1
2286,4,4,1,4,54045.619999999995,31260.7,1
2286,4,4,1,4,54045.619999999995,5199.82,1
2286,4,4,1,4,54045.619999999995,17585.1,1
2287,9,9,1,9,36881.59,5339.5,1
2287,9,9,2,10,36881.59,7921.99,1
2287,9,9,12,20,36881.59,23620.1,0
2288,6,6,1,6,455702.0,150685.0,1
2288,6,6,2,7,455702.0,146254.0,1
2288,6,6,4,9,455702.0,158763.0,1
2289,10,10,1,10,3770.049,3063.01,1
2289,10,10,3,12,3770.049,707.039,0
2290,1,1,2,2,50297.14,3529.32,1
2290,1,1,2,2,50297.14,11150.2,1
2290,1,1,3,3,50297.14,25822.8,1
2290,1,1,4,4,50297.14,9794.82,1
2291,6,6,2,7,11550.0,11550.0,1
2292,5,5,2,6,73422.87999999999,3028.48,1
2292,5,5,2,6,73422.87999999999,70394.4,1
2293,3,3,1,3,19145.25,7704.65,1
2293,3,3,1,3,19145.25,9451.48,1
2293,3,3,4,6,19145.25,1989.12,1
2294,10,10,4,13,26856.4,26856.4,0
2295,4,4,2,5,589713.727,235144.0,1
2295,4,4,3,6,589713.727,933.607,1
2295,4,4,4,7,589713.727,349943.0,1
2295,4,4,14,17,589713.727,3693.12,0
2296,4,4,5,8,25012.9,25012.9,1
2297,7,7,1,7,3350.11,3350.11,1
2298,7,7,1,7,67695.78,43101.5,1
2298,7,7,2,8,67695.78,20480.0,1
2298,7,7,5,11,67695.78,4114.28,0
2299,4,4,3,6,33134.51,24715.7,1
2299,4,4,4,7,33134.51,8418.81,1
2300,7,7,1,7,240744.19,232781.0,1
2300,7,7,2,8,240744.19,7963.19,1
2301,4,4,1,4,94231.95,23013.0,1
2301,4,4,1,4,94231.95,15938.0,1
2301,4,4,1,4,94231.95,40593.7,1
2301,4,4,1,4,94231.95,1475.25,1
2301,4,4,4,7,94231.95,13212.0,1
2302,3,3,1,3,481691.0,481691.0,1
2303,4,4,1,4,772417.17,754251.0,1
2303,4,4,2,5,772417.17,12666.9,1
2303,4,4,2,5,772417.17,5499.27,1
2304,2,2,5,6,4188.69,4188.69,1
2305,7,7,1,7,282298.8,20672.9,1
2305,7,7,1,7,282298.8,45230.6,1
2305,7,7,1,7,282298.8,91592.3,1
2305,7,7,1,7,282298.8,124803.0,1
2306,5,5,1,5,104202.45000000001,8673.13,1
2306,5,5,2,6,104202.45000000001,3534.72,1
2306,5,5,3,7,104202.45000000001,91994.6,1
2307,10,10,1,10,98011.31,1930.01,1
2307,10,10,1,10,98011.31,30535.0,1
2307,10,10,2,11,98011.31,33139.9,0
2307,10,10,2,11,98011.31,32406.4,0
2308,5,5,1,5,8759.77,2250.68,1
2308,5,5,2,6,8759.77,6509.09,1
2309,3,3,1,3,16793.82,14674.7,1
2309,3,3,4,6,16793.82,2119.12,1
2310,2,2,2,3,1571257.0,1531270.0,1
2310,2,2,8,9,1571257.0,39987.0,1
2311,10,10,1,10,12603.72,9664.99,1
2311,10,10,2,11,12603.72,2938.73,0
2312,1,1,1,1,34482.49,6673.69,1
2312,1,1,4,4,34482.49,27808.8,1
2313,8,8,2,9,50354.240000000005,45822.4,1
2313,8,8,2,9,50354.240000000005,4531.84,1
2314,8,8,2,9,441528.99,7689.04,1
2314,8,8,2,9,441528.99,49400.8,1
2314,8,8,2,9,441528.99,59815.7,1
2314,8,8,2,9,441528.99,2979.45,1
2314,8,8,3,10,441528.99,321644.0,1
2315,6,6,1,6,32914.89,6524.45,1
2315,6,6,1,6,32914.89,6409.34,1
2315,6,6,1,6,32914.89,19981.1,1
2316,10,10,5,14,201962.0,201962.0,0
2317,5,5,2,6,382570.67,8613.43,1
2317,5,5,3,7,382570.67,366517.0,1
2317,5,5,4,8,382570.67,7440.24,1
2318,2,2,1,2,45715.1,16048.1,1
2318,2,2,2,3,45715.1,29667.0,1
2319,1,1,2,2,375748.1,13423.1,1
2319,1,1,6,6,375748.1,362325.0,1
2320,1,1,1,1,236472.7,181410.0,1
2320,1,1,1,1,236472.7,34601.9,1
